#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8,gap9,gap10,gap11,gap12,gap13
-1,1,12,5,5,2,8,0,3,4066,,7653,3885,132,6.5,1024,3150,1,0,1,23666,,,,1313.75,5171.25,7241,113,47,1142,11640,280,11388,3303,39706,16229,241829,40319,4263
-1,0,13,,0,,0,,1,310,,,212,,14,840,0,0,,0,,,33.5714,243.5,773,,190272,10,10,4,17,45,48,1050,10,17,311,51,81
-1,1,12,5,3,16,2,0,2,222,,41894,2119,6,6.5,636,255,1,0,1,120329,15704,,279,1088.5,3678.4,13141,2,10,103,18,20,182,18,26,79,753,1915,40
-1,7,6,5,4,5,5,5,3,11256,,41302,3764,246,0.875,284,378,2,3,7,59779,39396,,223,,9075.5,247865,25776,5910,93492,288045,44625,28786,24,47552,1439,253114,321472,264921
-1,3,10,2,1,1,1,1,1,12166,,15850,3100,11,2.75,824,988,0,0,3,42617,2646,,382,842,3722.5,50,7,345,1375,1318,112,1341,1218,8641,16318,7361,2489,9768
-1,0,13,,2,,3,,2,453,,,4273,,14,231,0,1,,0,,,50,122,763.2,9458.2,5,1,6,407,11,830,1383,275,14,1147,279,158,938
-1,13,0,4,,2,,4,,,,28019,,10,0.0714286,0,416,,1,13,97557,1395,,,,,0,43,91,1472,28793,1402,5670,94,4408,4158,1317,39,43
-1,1,12,2,2,0,3,0,2,140755,,1455,529,8,6.5,1220,693,1,3,1,2477,,31.75,267.333,807.25,2189,6951,4,178,30135,4119,5897,8553,4432,26358,886,241,1480,2256
-1,4,9,1.25,0,0,1,0,1,433234,,3908,861,16,2,559,1654,0,4,3,5443,,49,166,880,5942,0,94539,4401,20311,227385,161439,100780,9873,7562,1043,51667,4654,4
-1,7,6,1.85714,1,5,1,4,1,251698,,29550,674,10472,0.875,271,864,0,3,6,45553,22366,7.66667,364,,3295,28,5969,55005,267705,4099,30593,11,4527,626,39332,70167,28993,50539
-1,9,4,2.11111,0,1,0,2,1,175956,,14405,2596,66,0.5,534,932,0,2,9,20809,20667,,112,1021,4625,12,9603,441,431533,165407,14540,25823,22063,133,37210,398,22363,30534
-1,10,3,1.5,1,1,0,1,1,252802,,52638,205,1108,0.363636,1067,1039,0,3,8,86414,47455,1,307,,,51,85705,544,983,359,1093,7176,7538,3062,2794,7928,155,18838
-1,3,10,1.33333,1,3,1,3,2,61,,15742,598,14504,2.75,722,1264,2,1,3,28969,28969,23.25,421,872,1980,24,2153,3711,2879,2675,2174,43,2589,5644,2786,4335,2745,18051
-1,13,0,1.76923,,1,,1,,,,17671,,44,0.0714286,0,2364,,1,13,25724,18658,,,,,0,30968,25757,3943,6552,8713,18228,1411,109285,34384,269034,161,43
-1,11,2,0.818182,1,0,0,1,1,1359,,3234,64,286,0.25,4618,4554,0,1,6,4139,4129,64,,,,24,4468,5402,22887,1379,18051,11236,21167,7568,1338,44,2549,6464
-1,0,13,,1,,1,,1,1401,,,4885,,14,635,0,2,,0,,,23,152.5,878,28934,14,10,133,78,205,6,87,32,6,41,4,3,3
-1,5,8,1.8,3,1,2,0,2,27491,,9043,6416,605,1.5,1843,2851,1,1,5,11509,10720,,,876,11956.5,29,1898,107690,14070,14500,82,56919,28740,26,9725,115,249,5
-1,2,11,4.5,13,1,16,0,4,32,,5128,25318,4,4,411,1667,1,0,2,11997,1625,,437,1248.5,35748.9,16,7185,569,12,17,15,272,2180,6367,5633,2372,598,63
-1,6,7,1.83333,0,1,0,0,1,1165,,4283,408,18960,1.14286,658,1353,0,1,6,17035,2101,,92,829,,1554,8,20439,26787,82,16,9098,71225,4278,5746,12,20597,142358
-1,0,13,,7,,8,,3,94,,,2804,,14,285,0,1,,0,,,,206,940.5,5100.33,19776,3894,32382,6959,13114,2879,30314,44310,6705,20614,7,14826,5632
-1,1,12,3,4,1,9,0,2,5426,,36984,10639,0,6.5,738,719,1,0,1,88669,88669,,234.333,812.333,22778.8,4424,66,33,3280,452,171,2,986,1862,939,173,1818,197
-1,0,13,,0,,1,,1,36,,,649,,14,340,0,1,,0,,,23.8571,178.4,,7380,105117,14222,19,29,7,3,44,503,494,51,62,122,139
-1,13,0,2.07692,,1,,2,,,,9772,,2287,0.0714286,0,315,,1,13,13926,9502,,,,,3,1605,4277,1478,1233,1518,3770,517,2465,3012,352,2725,1474
-1,2,11,1,0,1,1,0,1,53286,,3882,922,71,4,284,1439,2,1,2,3882,3882,1,191,828.143,3958,1756,2083,14,38,65,41,1232,97,225,129,974,26,704
-1,13,0,1.46154,,1,,2,,,,65942,,818,0.0714286,0,852,,2,12,74020,1556,,,,,0,28509,27466,11706,7168,24353,364135,256,4055,1832,12787,48,20161
-1,12,1,1.91667,0,0,0,1,1,1245,,7903,38,131,0.153846,469,1681,0,1,12,14749,5290,38,,,,0,15399,1486,21560,1710,316703,4160,12937,5401,37755,1245,4402,11524
-1,12,1,1.75,0,0,0,1,1,1212,,26187,136,3541,0.153846,284,583,1,3,12,41884,38162,,136,,,21944,4160,2486,1414,20618,958,3275,3034,1281,68,1143,259,134
-1,0,13,,1,,1,,1,62651,,,1178,,14,438,0,0,,0,,,34,88,744.167,3555,0,4,3,14161,33372,61,16,11418,25931,9251,75444,104583,34747
-1,10,3,3.6,0,0,0,3,1,594,,20121,863,101,0.363636,416,1261,0,1,10,65476,38625,,383,,1823,4,15032,1184,1498,1136,6062,6829,250,1025,12328,7036,2893,269
-1,4,9,2.75,1,4,1,2,1,638,,11644,1086,208,2,1503,975,4,1,4,26969,33144,41,177.5,757.8,5590,34,267,5530,34988,191363,1560,103,32643,2716,279,76,1097,1134
-1,3,10,1.33333,1,1,1,1,1,94711,,1768,1016,80,2.75,618,696,1,1,3,3454,,16.5,208,1114.5,3534.5,48,4092,215,15607,40,1363,5267,10353,490,5,674,27,49175
-1,8,5,1.625,1,0,1,0,1,1717,,3707,556,28106,0.666667,569,3380,1,1,8,6019,5781,1,167,871,,0,18705,5932,22798,17544,964,1832,8696,22639,2087,1014,3054,2705
-1,5,8,1.2,0,0,0,0,1,421276,,2411,921,95015,1.5,566,773,0,0,5,3188,2691,35,183.667,,2911.5,0,162652,1280,14,15,6,9,3540,16428,443913,904,26140,8602
-1,10,3,2,3,1,3,2,3,245315,,20049,372,84,0.363636,263,456,0,2,9,31422,33508,1,191,924,,269329,483993,428,12054,23,26651,3807,1336,2161,9142,14537,1610,414390
-1,12,1,2.33333,1,3,0,3,1,19,,29245,154,48337,0.153846,159,517,0,1,12,32417,31624,,154,,,10,19,25470,259618,1153,8936,4214,15831,19142,38363,17544,149070,145705
-1,13,0,1.53846,,1,,1,,,,28098,,395,0.0714286,0,937,,1,11,44225,18350,,,,,13,4392,2582,330,2912,9684,18924,30371,22775,4217,31,103647,193275
-1,13,0,2,,1,,1,,,,29239,,20,0.0714286,0,1526,,3,13,41745,41745,,,,,10,119,115,199,51,31,14128,25073,34,590,498,15462,4996
-1,0,13,,2,,3,,2,43,,,5269,,14,277,0,1,,0,,,,326,1033.4,10447.3,53590,9775,10033,7328,48863,37,163944,439,3150,25527,1494,1334,7187
-1,8,5,7.625,1,5,1,5,1,32,,25701,2913,4,0.666667,946,437,1,1,8,97995,19420,38,225,707,6798,2032,2503,1193,140,1727,12,1382,216,1149,198,5037,718,1037
-1,7,6,3.42857,1,2,0,3,1,89749,,50192,1843,7270,0.875,343,718,1,1,7,138080,125625,,165,,2262,12,4,2740,279,1394,4271,1169,408,1109,2915,4419,13,95
-1,4,9,2.5,0,1,0,1,1,6741,,7736,1916,1360,2,427,1120,1,1,4,11053,10327,11,182,1107.5,12599,11,834,27964,5411,116622,40450,24530,1384,3,3,4267,4,1490
-1,11,2,1.45455,1,1,0,2,1,7,,50859,1445,6002,0.25,486,1617,1,2,10,66517,21965,,194,,2695,4989,150269,273889,24550,33070,124,8902,18663,81634,46087,52584,189,64962
-1,0,13,,1,,1,,1,188982,,,677,,14,1542,0,1,,0,,,9,121.75,674.667,3128.5,50,26,11,578,7,11,10,7,591,57,3242,1278,205
-1,0,13,,2,,1,,1,1012,,,1050,,14,786,0,1,,0,,,1,167.6,802.25,4800.5,13839,7219,566,797,860,476,2620,18,1147,5745,797,7760,640
-1,0,13,,1,,2,,1,10552,,,2132,,14,432,0,1,,0,,,10.3333,207.333,746,5113.8,10604,679,15,2,2,13,2,792,237,32,50,11,148
-1,10,3,1,1,1,0,1,2,270124,,5786,248,6746,0.363636,166,1054,0,1,9,5788,7268,,102,541,,11,5569,2891,3258,3862,357,14689,5175,21855,43030,9001,22,26
-1,1,12,0,0,0,0,0,1,278106,,,414,,6.5,409,866,1,0,0,,,22.1111,338,1596,2830,11,28,13,872,11,4,1789,15,18,14,8,974,12
-1,13,0,1.84615,,0,,1,,,,3916,,103,0.0714286,0,561,,1,12,8655,2182,,,,,6,9103,9526,68,8089,2957,22590,703,877,2977,12934,617,2063
-1,13,0,2.07692,,1,,1,,,,25839,,13,0.0714286,0,820,,1,13,36620,36555,,,,,2548,171,1278,23,120,15672,3198,1061,4625,4075,1766,5514,8806
-1,13,0,2.23077,,1,,2,,,,38307,,4674,0.0714286,0,709,,1,13,61128,70631,,,,,0,3023,290,3211,8407,8728,7704,18968,144,5910,3371,64285,1368
-1,2,11,1.5,2,2,2,0,2,131,,1240,960,680,4,410,448,1,1,2,1926,554,42,237.5,1069.67,3354,0,9815,1348,8695,34,19,40,65,24,40,94,54,27
-1,11,2,0.545455,2,1,1,1,2,11284,,17520,1628,54,0.25,1493,2377,1,1,5,27284,11471,23,,,3232,0,7423,17,38891,44535,30383,6787,60633,63399,65090,123356,6503,12664
-1,8,5,1.5,5,2,9,4,1,2338,,2260,663,3910,0.666667,297,524,1,1,8,3170,2805,,357,740,,3,9,63,22,41850,291,143477,9,44540,20034,2916,2946,7154
-1,12,1,2.58333,0,1,0,2,1,1111,,23541,298,166,0.153846,172,778,0,2,12,40995,20714,,298,,,0,1968,3043,48,1062,119,4145,456,194137,5419,74,270,11580
-1,10,3,4.5,0,35,0,50,1,1484,,19805,1700,441,0.363636,550,2173,0,1,10,54042,16191,56,,,2521.5,39061,14317,3188,6636,47673,1246,13084,4320,55999,37362,7297,68841,2032
-1,1,12,3,1,8,2,0,1,95056,,3233,915,200,6.5,583,2111,1,3,1,6995,418,6,253.6,802.667,3648,0,30243,483,4267,106,5137,90,13576,114924,28784,24724,908,390
-1,0,13,,2,,2,,1,2660,,,1781,,14,1080,0,2,,0,,,34.5,284.5,1050.5,4848.5,18,296,226611,30044,46,14,32,19165,13704,7921,992,5716,4111
-1,10,3,1.1,0,0,0,1,1,168273,,9868,76,254,0.363636,248,403,0,1,9,10912,9423,1,113,,,24505,1318,100759,79585,2926,12457,4400,2999,1306,7266,1316,2132,3732
-1,0,13,,0,,1,,1,194134,,,3487,,14,613,0,0,,0,,,22.5,139,1399.33,18417.5,7,13,10,13,21342,3,5,14,10,8385,3,255,1527
-1,13,0,2,,0,,1,,,,7811,,19149,0.0714286,0,1488,,1,11,12577,8884,,,,,0,53178,1343,103,107,1284,5657,8990,418,49717,180,42874,334
-1,5,8,1.2,1,1,1,1,1,103354,,54983,709,57,1.5,664,1992,0,0,4,55306,54335,21.6667,257.5,668,2213.5,10,5962,103366,147132,8929,78958,24521,132755,108862,4146,1434,5751,2874
-1,7,6,2.57143,1,1,0,2,1,8260,,30963,588,17,0.875,805,844,1,2,7,51704,26908,47,125.5,1076.33,,13,69,1872,3988,2498,122,754,89,2533,81,79,57,15
-1,0,13,,1,,1,,1,66720,,,692,,14,1002,0,2,,0,,,17.8,194,,2643.67,51,55,696,1818,4521,1422,2366,319701,346,5697,970,639,784
-1,5,8,6.6,18,16,19,8,6,11426,,6723,5430,80,1.5,886,521,1,0,5,17987,8238,,,1579,6071.5,14,1491,432,25882,7,989,111,28703,1411,328,100,27219,158
-1,0,13,,2,,2,,1,130,,,2553,,14,605,0,3,,0,,,39,242.5,940.5,9457.67,893,528,164,268,272,3928,71,323,130,822,104,2519,184
-1,9,4,4.55556,1,1,2,1,1,3114,,26631,3958,20,0.5,307,1331,1,0,9,76808,9365,,,,3958,9,937,1378,2,10440,17439,30,24701,107735,3383,33938,193,199
-1,12,1,1.83333,0,0,0,1,1,9,,29414,362,11,0.153846,247,970,2,2,12,46373,25239,,362,,,44,780,4904,1460,2383,5917,257666,8815,23070,8409,4549,30424,1429
-1,0,13,,0,,1,,1,669,,,482,,14,327,0,1,,0,,,10,169.25,580,2191.5,1463,1262,88,80,71,1314,294,1133,6627,2571,1062,16,145
-1,0,13,,1,,2,,1,404,,,1064,,14,348,0,2,,0,,,62,91.6667,908.167,2683.67,2,54,10588,12533,15930,8,10,21333,20191,280716,3,5,124514
-1,0,13,,1,,2,,1,419,,,1882,,14,548,0,2,,0,,,20.3333,191.75,606,4605.2,30,137,782,22,72,3817,844,846,50,29,120,147,22
-1,1,12,1,1,2,1,0,1,630,,4017,2066,41,6.5,458,429,0,1,1,4017,4017,5,96,732,5757,0,86461,230070,21925,2452,15181,1010,9,5358,368,6852,17596,4070
-1,1,12,4,2,5,1,0,2,4104,,15643,680,2,6.5,1138,2085,3,1,1,20406,20089,17.6,242.333,900.333,4638,96,75,529,6,41,1268,107,254,248,1614,674,735,6876
-1,2,11,16,2,14,3,6,2,3117,,4152,5601,6,4,653,696,0,0,2,16451,11570,59,191.667,1602,9895.83,19,40,846,20563,2085,4478,28119,21973,10,12545,18321,286150,258757
-1,10,3,1.3,0,1,0,1,1,14970,,5145,77,3007,0.363636,399,1701,0,2,9,7325,7372,,77,,,0,79088,35934,3099,906,26,4,1940,10753,954,6273,7336,673
-1,13,0,1,,1,,2,,,,4260,,21479,0.0714286,0,984,,1,10,5510,4331,,,,,10,6644,1384,77022,99884,40162,14768,7997,7429,8567,41807,31311,1504
-1,10,3,1.5,1,2,1,3,1,17491,,3866,436,198,0.363636,135,878,1,1,8,5124,5777,,386.5,535,,65411,72063,88498,119708,10190,213736,23385,2897,342,42690,15583,208,4344
-1,9,4,1.88889,1,1,1,1,1,176,,15058,1473,72,0.5,595,740,1,1,7,36926,10499,54,432,618,4787,53246,4564,3112,2791,61802,73433,139732,41847,33064,13136,17465,2721,3
-1,10,3,1.3,0,2,0,2,1,200199,,6336,562,35731,0.363636,256,973,0,2,9,8372,5334,,192,1301,,0,3109,41937,1130,93056,1962,65079,47727,8203,3,8962,36084,16718
-1,1,12,1,1,0,1,0,1,352,,5014,1107,66,6.5,366,106,1,0,1,5014,5014,8.5,223,768.667,3498.67,8,5,1418,16,8611,1615,3150,11,120585,27,4,4273,4
-1,13,0,1.84615,,2,,1,,,,18950,,14280,0.0714286,0,537,,1,13,32807,18742,,,,,0,17025,248,33187,7059,17505,56021,31316,54941,116541,55067,50015,367377
-1,3,10,1.33333,1,1,1,1,1,11,,16554,2350,128,2.75,322,494,1,1,3,19942,19942,38,315.5,1415,4645.5,8112,9,6,9,37,120,183,18,6,13,140,532,8
-1,0,13,,2,,2,,1,1616,,,2418,,14,704,0,1,,0,,,24,402,1158,4769.67,6371,15,10,21,29,62,33,36,1275,10,3,87,262
-1,3,10,3.66667,2,4,1,2,2,368713,,9159,783,35,2.75,748,1047,1,0,3,31724,3797,20.5,300,1145,2608.5,0,14,31,9411,416,168,194198,393005,226328,46838,49,397248,62505
-1,0,13,,4,,4,,2,219,,,4673,,14,619,0,2,,0,,,11,87,707,7393.38,0,88998,1263,2911,10,1494,1306,40372,1523,7523,25841,34152,436
-1,3,10,4.33333,1,5,2,4,2,148891,,1060,2926,1065,2.75,558,1746,0,1,3,3479,2830,36,170.333,1039.33,12780,106424,2343,12947,35,2934,84,7764,1361,311727,278803,968,9,89
-1,2,11,1.5,0,1,0,1,1,126072,,694,4198,7,4,408,1180,1,1,2,923,464,13.25,312.5,1098.75,41104,105,211,2944,5630,1508,1210,1354,4642,20,1219,1549,1200,625
-1,0,13,,1,,1,,1,18447,,,500,,14,400,0,1,,0,,,28.6,195,963.5,1919,12,4,1317,1353,15122,753,201,5893,23,11559,1437,134,53
-1,12,1,1.83333,0,1,0,2,1,8,,22459,31,33588,0.153846,210,419,0,1,12,35712,21489,31,,,,0,21984,8300,95,7412,11373,95,31548,31736,8611,98079,28627,35931
-1,2,11,1.5,6,3,9,2,2,169363,,1057,1661,1209,4,642,1595,1,2,2,1408,1408,,207.75,1227.67,3440.25,0,2004,183407,2257,13,42,62,14490,18256,16393,27,66,295422
-1,2,11,0.5,1,1,1,1,2,9988,,1198,970,35,4,671,1172,0,1,1,1198,1198,30,275,585.667,6305,1,2944,1165,6,10,82,17,134,13,142,1383,72,62
-1,12,1,2.25,0,1,0,1,1,1851,,13031,163,196,0.153846,943,1928,0,3,12,17846,12825,,163,,,120,6863,847,6676,7834,27883,2399,1851,37576,7071,7130,20244,4865
-1,10,3,1.8,0,0,0,0,1,12082,,2773,174,4344,0.363636,798,807,1,1,10,3869,3287,64,394,,,0,480,1431,1362,4318,5686,20270,4109,1684,30021,54561,11926,7139
-1,13,0,1.46154,,1,,1,,,,31400,,139,0.0714286,0,1509,,3,13,34941,31994,,,,,20,2091,181,739,761,604,1355,2994,182860,2194,106879,206,31513
-1,1,12,3,2,3,2,0,2,136591,,4352,6533,144,6.5,1576,1646,3,0,1,10964,10964,,155,831,14650.8,10329,16501,242,330,1504,3175,3297,344,741,90,809,29,39
-1,0,13,,1,,1,,1,50,,,556,,14,527,0,1,,0,,,30,348,958.333,,313,49,1087,5,20,25,15,158,6,94,46,224,7
-1,2,11,4,2,4,1,2,2,1078,,10944,11473,10,4,945,445,1,1,2,31114,16831,,,971,14973.8,26,7093,8828,30674,14027,1314,37,14541,1393,12968,1290,0,15992
-1,1,12,1,1,3,1,0,1,22443,,1635,502,48,6.5,735,955,1,6,1,1635,1635,14.5,374,694.25,2067,66245,5804,1190,1308,3067,25927,4243,4477,521,801,208,64,16
-1,8,5,5,7,3,10,2,2,1282,,32997,11839,3,0.666667,623,670,1,1,8,77363,62268,,,,11839.2,0,3830,25188,1249,21824,1451,8626,1426,2153,712,25833,5050,25931
-1,1,12,3,9,0,19,0,3,746,,27478,5783,2,6.5,506,2183,1,0,1,73962,73962,16,,1159,10598.3,0,1493,1342,229,5472,27,138,1347,1594,11317,491,5626,10122
-1,2,11,4.5,4,4,6,4,2,193649,,13859,4274,33,4,1090,1757,1,5,2,43120,3607,,125.333,766.5,7516.67,0,93741,26747,6,47586,11502,33002,3477,3,200605,26644,293,3421
-1,2,11,2,3,1,5,0,2,9202,,550,5355,3167,4,787,1262,1,1,2,666,546,21,235,785,8712.83,266,907,245,406,810,39,3023,227,949,16184,1225,1619,4099
-1,11,2,2.90909,2,1,0,1,3,77,,5586,1101,8624,0.25,1204,848,1,1,11,11471,6299,,,1101,,7293,168,1299,113,3812,10432,13150,56219,30379,1010,16253,2886,14306
-1,5,8,6.8,3,16,3,9,2,2958,,26298,5818,5,1.5,953,579,0,0,5,69965,13437,,,1562,10074.5,0,21,746,7261,3530,106,11572,221,3,61505,1785,7109,49571
-1,12,1,1.75,1,1,0,1,2,14407,,23061,114,5376,0.153846,756,1353,0,1,12,44396,43144,,114,,,10,5892,4344,4170,11661,1290,7231,4221,21869,44663,196114,5337,21822
-1,7,6,2.14286,2,2,1,2,1,171,,34431,118,146,0.875,419,2005,1,4,7,66775,77732,2,176.25,,,0,8400,35186,977,1500,11495,10300,347,1005,4,4656,27,7
-1,9,4,2.22222,0,2,0,2,1,6146,,15417,467,20768,0.5,440,1017,1,0,9,28876,39448,41,310,759,,0,1089,21627,64419,119,50127,21733,2,19953,290,10495,61755,128123
-1,2,11,3,1,0,1,0,1,659,,105766,2320,3,4,311,483,0,1,2,229753,229753,15.6667,110,1334,5094.75,28,2649,86,287,63,10,3983,1651,21261,163,1439,25923,29572
-1,1,12,1,1,0,1,0,2,1002,,44275,448,3,6.5,308,382,1,0,1,44275,44275,15,184.333,1058.75,,275144,16,40,43,138405,8765,5332,671,67,107,31,64,9015
-1,9,4,2.44444,9,7,6,12,2,74596,,17097,4826,257,0.5,1137,850,1,1,9,37361,12565,,180,854,9135.5,64,182680,38848,1342,185680,30586,57207,45779,272156,143950,3165,6960,3582
-1,2,11,2,1,4,1,0,2,94577,,6836,5538,18744,4,983,1439,0,4,2,16496,32446,,307.333,1081,8416.43,103325,85,146,43,13,23,5674,189701,116952,316467,243505,45,7
-1,4,9,0.75,0,0,1,1,1,37,,3700,202,478,2,256,550,0,4,3,3700,8533,23,210.667,1069,,20,543206,109001,4280,8625,1472,278,4001,2711,1278,171,21,555
-1,0,13,,2,,1,,1,64909,,,2108,,14,947,0,3,,0,,,44.5,231,,8614,69,114,117,16,18,19,5902,3784,169,8491,2794,157,4501
-1,4,9,2.25,1,4,1,5,2,2090,,19105,5754,60268,2,498,1154,1,1,4,48773,63327,11,,863,8858.6,1155,4182,16149,25,38754,26017,186,15429,4154,1595,12875,18810,17578
-1,1,12,5,11,8,11,0,5,251,,47311,7598,236,6.5,561,923,1,1,1,231365,231365,,275.5,,11258.8,510,12496,24,235,1,1,195,8563,100,5012,3039,6916,3334
-1,1,12,2,1,2,1,0,1,181103,,7926,668,6,6.5,408,678,2,4,1,11997,11997,22,194.75,770,2599,8,1040,113,3,9,15,2394,133,1461,453,183,4,43
-1,0,13,,3,,4,,2,886,,,829,,14,532,0,1,,0,,,25.5,164.75,757.5,2347.33,205497,8545,57,86125,1770,5729,16,1028,1541,153,4,3427,13
-1,0,13,,0,,1,,1,22,,,143,,14,465,0,1,,0,,,34.2222,144.5,629,,16,15,17,4,11,7,34,12,67,58,1160,9,3
-1,6,7,2.16667,1,1,1,1,1,90494,,5377,431,870,1.14286,412,597,0,1,5,7034,5447,18.3333,85,959,,0,2764,1867,66,3842,386,11675,3,7,1982,6,1801,3496
-1,0,13,,1,,1,,2,12,,,392,,14,499,0,2,,0,,,29.75,128.8,805.333,1915,9,910,16,81,92,6,43,57,67,7,63,227,938
-1,1,12,1,2,0,4,0,1,18953,,459,998,9936,6.5,561,1006,1,0,1,459,459,35,271.333,664.333,3570.5,30,86195,175693,27,4233,27,2138,965,8480,28654,92157,54859,9936
-1,8,5,5.125,1,6,1,4,2,1827,,21747,1569,28,0.666667,367,366,0,1,8,89146,21553,33,115,624,5504,53,121,42,161,8270,8635,14468,10010,4284,14523,241902,11480,6011
-1,1,12,6,2,3,3,0,2,1076,,16661,3420,4,6.5,343,270,0,0,1,57209,6948,,262,1221,6099.33,0,204,9,16,9,6,16,3,31,1078,13,10,197
-1,12,1,1.91667,1,1,0,1,2,320137,,7066,2491,13170,0.153846,253,2013,0,3,11,9873,10609,,,,2491,3,5994,78,3903,1470,10150,126,21798,18497,11515,2788,7165,1520
-1,0,13,,3,,5,,2,1379,,,4392,,14,688,0,0,,0,,,49,120,923.5,6613,62,22291,2289,3,2479,5,12,7325,30030,3,364,1253,45
-1,11,2,1.63636,0,1,0,1,1,916,,28729,1159,6318,0.25,381,362,1,0,11,54095,42549,,70,,2247,70,44566,18727,16770,24871,80768,8232,1383,295597,33949,10141,1823,2
-1,0,13,,1,,1,,1,39789,,,2156,,14,323,0,1,,0,,,10.8,209,1100,12022.5,499073,292,879,3,127,58,55,45,61,59,1080,112,3437
-1,13,0,2,,1,,1,,,,19844,,34,0.0714286,0,1709,,1,13,34546,15893,,,,,3,80793,26814,13079,20504,74,12799,127859,106,226,1288,14168,4318
-1,0,13,,0,,1,,1,1147,,,2052,,14,299,0,0,,0,,,,235.667,1419,4205.25,8,198,27,627,5,2,39,58,397,453,13,16,5
-1,8,5,4.125,1,3,1,2,2,121498,,7244,3992,2881,0.666667,408,1153,1,1,8,29535,2699,6,,1017,6313,0,14,49308,29917,55,12050,69940,19,5,3445,127710,48859,72015
-1,13,0,1.15385,,1,,2,,,,1416,,11823,0.0714286,0,770,,1,10,1544,1207,,,,,0,21,2844,7387,6791,22025,19818,26449,12466,177,14475,1061,45
-1,10,3,1.9,0,1,0,1,1,773,,3801,419,637,0.363636,179,2899,0,1,10,6642,3265,,169,919,,56,63631,2309,23655,13981,10048,21848,9849,18760,2817,1160,5,6345
-1,10,3,0.5,-1,0,0,1,1,20,,96710,9,129,0.363636,190,720,1,2,5,96710,,9,,,,24,3386,205522,73,136,36,490,1210,71,523,675,27,194
-1,9,4,2.22222,1,0,1,1,2,157,,22162,1193,660,0.5,365,690,0,0,9,31032,53349,,,1192.75,,1,114974,5,4618,1382,12936,18,7325,77188,1245,25875,198995,363714
-1,2,11,1,2,2,2,0,2,20,,2285,2339,200316,4,446,1937,2,0,2,2285,3981,32.5,234,722,7925,0,80998,279339,362544,163147,237,3,27,5,10,10,36,2
-1,3,10,1.33333,0,1,1,0,1,101,,1072,161,16,2.75,485,770,2,0,3,1133,625,12.5,197,942,,324,3937,448,15401,2757,68,1303,20861,3,1057,7,384,25
-1,6,7,2.16667,0,0,0,0,1,7399,,17530,78,18504,1.14286,435,1434,1,0,6,40381,2037,24.6667,117.25,,,50281,4338,4,275,18,4265,1129,13,9958,5911,4328,161150,191378
-1,7,6,1.14286,0,0,0,0,1,1540,,78473,344,617,0.875,425,1227,0,0,6,78503,63,36,85.5,,1786,7,13324,3795,5312,35,243,603,11189,137,4374,5635,68,10
-1,12,1,2,0,0,0,1,1,39919,,2298,16,5,0.153846,77,1037,1,3,10,5242,5936,16,,,,0,166032,100789,32445,12679,33504,32572,69564,20032,22485,10436,28898,2943
-1,0,13,,1,,1,,2,165741,,,385,,14,583,0,2,,0,,,13,229.5,781.333,2110,12,6,11,4,6,25,5,31,10,25,13,1088,9
-1,5,8,3.8,3,3,2,2,2,33,,27529,2680,79,1.5,618,361,1,1,5,44274,20001,,194.5,1596,4698.33,5952,1386,20,18,180,1266,14,35,1251,62,65,16,97
-1,8,5,1.625,1,4,0,6,2,630,,21244,337,127891,0.666667,1534,965,2,2,8,40368,20086,30.6667,325,1269,,10,410358,108,2952,8867,1401,20,1039,26379,34266,222,31381,7453
-1,9,4,1.66667,4,0,5,0,2,2236,,28437,516,24,0.5,746,583,1,1,9,31514,28405,,230,802,,36643,36,153,3376,1330,2407,4582,2571,8,24,79,2379,10975
-1,0,13,,2,,2,,2,10667,,,3079,,14,1407,0,1,,0,,,35,327,779.25,5220.43,49,5374,1429,3369,3501,7787,12709,4081,4741,1637,2865,5238,406
-1,4,9,3.75,1,2,1,1,2,130640,,30163,5466,671,2,473,394,2,0,4,75551,8199,,101,721,11552,0,7066,127,1207,20381,165,5747,1236,158,42,29,11,39
-1,0,13,,2,,1,,2,435,,,2413,,14,397,0,2,,0,,,6.66667,226.667,735.5,9242.67,0,21,22,27,16,102,22,13,13,538,48,146,175
-1,2,11,1.5,1,3,1,2,1,171,,98100,9544,1546,4,383,466,1,1,2,148179,148179,37.75,128.5,613,103091,0,403318,27177,1408,89,1216,32,233,4276,1334,1427,193,71
-1,0,13,,1,,1,,2,164,,,1553,,14,427,0,1,,0,,,6,246.333,695.667,7630.5,685294,47652,1362,1339,10700,2348,25,2770,31,1690,1149,114291,56
-1,1,12,1,1,5,3,0,1,390,,1315,783,260837,6.5,215,84,1,2,1,1315,1315,32.5,305.75,844.75,2366.5,19,18,19,553,534,343,1286,160,948,244,912,374,4653
-1,0,13,,1,,1,,1,1306,,,1413,,14,367,0,1,,0,,,14.3333,169,1002.25,4602,374392,23,1761,53,8,1075,630,774,68,49,593,13,1132
