#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8,gap9,gap10,gap11,gap12,gap13,gap14,gap15,gap16,gap17
-1,0,17,,2,,2,,2,10833,,,770,,18,422,0,1,,0,,,32,193.143,691.2,8158,1041,2876,435,5,30,111,752,225,51,432,728,20,167,369,54,848,888
-1,4,13,8.25,5,15,6,14,2,341,,5087,9312,8,2.8,323,1127,2,1,4,13554,7535,44,,,10084.8,4280,1377,12957,37922,16791,11487,14,39,1429,3,494,7,8,19,873,1668,15623
-1,4,13,2.5,3,2,5,2,2,42563,,1267,790,93949,2.8,601,1857,1,2,4,1829,1441,14.5,235.333,1047.4,1754.5,431077,108,16,509,427,133,298,2114,2,2856,7425,4110,3379,15,72851,123371,127529
-1,12,5,2.33333,1,3,1,2,1,79,,52290,720,279,0.461538,1202,2061,2,1,12,88584,58725,3,299,1099.33,,18,174128,147,6965,17856,53,185,10863,202,5791,65,1369,15684,14253,4088,3638,1100
-1,7,10,1.42857,1,1,1,1,1,80565,,16184,1021,553,1.375,361,894,0,2,6,31980,4717,16.6667,141,962,3908,1,311312,4336,15,269216,959,2054,15553,4552,18737,12497,4580,1452,2827,26489,100510,106187
-1,6,11,1.83333,0,-1,0,3,1,148,,2290,367,6,1.71429,687,827,1,2,5,5492,8595,27.6667,80,696.667,1701,345,220177,705,1731,8,30,441,40,866,5,133,7,1404,24528,363,2429,36
-1,1,16,3,3,3,3,0,2,43781,,22106,6764,424,8.5,658,3235,1,0,1,65524,65524,,186,859.8,12920,0,48929,14,4,32,15,1216,76410,13578,4,180229,30,31,32,4376,5728,83
-1,0,17,,1,,3,,2,27291,,,2469,,18,481,0,1,,0,,,24.5,224,944.4,7280.25,2,891,4215,1450,3158,7,3347,4062,228,45658,1218,26,7032,3,10,12,1984
-1,2,15,1,2,0,2,0,2,36,,18136,779,48,5.33333,415,364,1,5,2,18136,18136,34,143.857,1006.75,3293,77827,30,430,8,29,12,694,7,19,8,225,35,1324,1515,5,27,9
-1,17,0,3,,1,,1,,,,26186,,41,0.0555556,0,498,,3,17,53132,46331,,,,,11,28696,64,82,881,389,106,50,235,1172,918,66,1873,1276,278,110,3712
-1,0,17,,1,,2,,1,6605,,,1484,,18,845,0,2,,0,,,31.2857,194.667,828,7038,8,1012,23,372,1112,7,446,3,734,11,2789,19,1406,1511,8584,8636,11569
-1,4,13,2.75,1,1,1,2,1,9147,,4878,1454,8,2.8,333,530,0,2,4,12618,644,24,153,983.333,7554.5,34,96796,1295,53026,4317,21975,15,1450,41,53041,17284,2667,10447,14573,15595,3639,105550
-1,0,17,,1,,1,,1,28726,,,4653,,18,930,0,1,,0,,,14.125,187,907,25234.7,0,6,12,6,47,3,6,114,5,384,60,24,14,10,1094,710,17
-1,7,10,1.85714,0,1,1,1,1,2107,,28507,396,42,1.375,468,771,1,1,7,48825,55011,18,99,938,2796,1,92577,315476,3349,110715,54388,21679,160923,33810,152817,2279,9355,7,7,1846,9650,13094
-1,4,13,1,2,2,2,1,2,17272,,847,3642,402,2.8,369,824,1,1,4,847,847,,213.5,755,12665,68147,643,152722,3711,153,47,20,1023,21529,1279,1324,17167,25,12,45,47,68
-1,0,17,,2,,1,,1,977,,,3414,,18,1510,0,2,,0,,,29.3333,360,917,6312.62,62,1386,1023,32,3234,935,1200,885,32866,1395,16067,5336,31967,997,35225,31237,24748
-1,14,3,3.14286,2,1,1,1,1,7,,32508,1422,5,0.266667,498,528,3,1,14,77534,43633,,343,1447,2477,125,162,2381,568,29,657,505,100,4373,6,130,267,399,102,1190,919,188
-1,16,1,2.4375,1,1,0,2,1,25,,4006,220,2670,0.117647,841,486,0,1,16,6677,6893,,220,,,9842,5778,15934,15937,1208,449,2655,180,3974,5715,94,4626,3905,1577,35,8754,4451
-1,14,3,1.5,1,1,1,1,1,108312,,14491,5449,548,0.266667,584,1471,0,1,11,20545,23725,,,,5449,12,163,316571,178891,2505,715,2923,867,15974,1766,2342,4768,47127,2041,218,393,89
-1,4,13,3.25,2,2,2,3,2,1036,,3604,609,1631,2.8,531,939,1,1,4,8242,890,28,135.4,679,2234.5,16,4312,13,62,1000,9,2984,108,5891,5837,4242,55779,72,27490,174,8747,57169
-1,7,10,2.71429,1,1,1,1,1,4,,17154,290,4,1.375,271,635,1,2,7,43375,28516,55.5,230.75,875.5,,7,4,6,1,24,105,74,267,9576,260,1177,309,176,7803,1,1240,2126
-1,1,16,9,1,3,1,0,1,30,,27889,6130,4,8.5,579,877,1,0,1,120806,17332,37,172,672,9895.44,17,347,35750,14,43394,71661,43,74751,15892,145,4289,230,1347,10,125,1205,107
-1,0,17,,1,,1,,1,1318,,,829,,18,434,0,1,,0,,,35,169.444,793,2729,4,135,215,675,1931,201,121,888,340,780,1441,18,476,1078,299,871,573
-1,1,16,7,3,15,4,0,3,11,,2656,3250,48,8.5,1115,964,1,1,1,16889,16889,,131.5,809.5,5250.12,16,11,23,22,48,206,8,4,298,72,17,16,21,6,535,12,47791
-1,16,1,3.125,0,1,0,1,1,1088,,13768,155,34,0.117647,262,410,0,3,16,28759,25360,,155,,,0,1613,4358,13693,13217,7434,4210,4353,7167,7421,2817,1021,21938,7252,1088,21,1873
-1,2,15,3,2,1,2,1,2,24567,,45428,2980,5,5.33333,904,1339,1,0,2,82475,82100,36,200,789,5843.57,21,1246,256631,100,21,81238,540480,12935,34,2534,67,71,5096,103457,16592,112,577788
-1,6,11,1.83333,1,2,1,2,2,37588,,19997,472,1845,1.71429,475,848,2,1,6,28013,11166,1,171.2,1082.75,,106929,1327,8895,1360,11530,17250,11255,13025,7212,43466,225678,11853,41536,30483,1164,21507,20165
-1,3,14,2.33333,6,4,7,5,3,7533,,30496,8175,7,3.75,847,1098,1,1,3,59412,54499,33.6667,116.5,527,17481.3,65001,84886,1545,58480,62387,15592,132,7757,5334,4107,2819,2694,10194,1022,15113,554,3250
-1,14,3,1.71429,1,2,0,2,2,74595,,9035,95,43741,0.266667,533,1179,0,1,13,17498,35874,6,139,,,92187,112252,89359,392,9893,38641,2719,13074,3085,186,112600,6293,4834,1128,43345,339614,121135
-1,11,6,1.90909,0,1,0,1,1,173781,,12496,1029,6810,0.583333,920,1070,0,1,11,29113,8045,,413.5,507,2782,4306,204,8658,1090,384,8740,58745,55070,38519,24652,15558,2894,16094,28562,11872,1408,1142
-1,0,17,,23,,77,,3,846,,,12155,,18,623,0,1,,0,,,,239.333,1110.33,20765.4,80663,9853,9713,27697,29087,4,1357,4380,14,1043,102,109,8,195,2053,4,18
-1,14,3,2.71429,0,1,0,1,1,42,,19947,126,4,0.266667,196,523,1,2,14,28068,22276,28.5,320,,,4,7133,357,6914,36,15801,5881,9,147,4016,2927,1465,10203,1582,11074,20911,4862
-1,6,11,2.66667,1,3,1,4,2,18954,,4719,1815,1036,1.71429,1283,1145,1,0,6,8627,5746,48,,760.5,6919,50295,7192,1216,14,2196,10680,749,4380,966,2952,945,5857,2974,188,8716,383,12241
-1,6,11,1.33333,1,1,1,1,1,2386,,10833,1433,90,1.71429,842,1553,3,2,6,18522,3753,16.5,135,1326.25,5010.5,0,18685,82123,110,16986,1791,6,11,418,1994,33470,1515,12776,21707,4197,1549,2714
-1,16,1,4.375,0,2,0,3,1,174,,31651,1151,61,0.117647,1002,557,1,1,16,114627,40108,,,1151,,6343,3955,174,13241,24382,10964,5764,19220,32819,11666,5436,1600,1462,9868,9283,2727,5057
-1,13,4,1.38462,2,1,2,2,1,95231,,11070,2045,18654,0.357143,474,790,0,2,12,19390,24510,,410,1618,3076,1904,1152,219,28290,46182,124145,68902,107957,49247,3738,8799,14100,43724,67490,188844,19764,1584
-1,4,13,5.5,0,4,0,2,1,3798,,21086,2169,10,2.8,660,704,1,1,4,64297,,11,294,663,25995,15,50513,6202,12703,428167,56,10,16,104435,24,7337,45862,16,7307,13,27,28685
-1,1,16,2,1,2,1,0,1,227,,1117,251,50,8.5,644,342,2,0,1,2192,2192,25.875,247.5,704.5,,15,1159,378,1653,21,24,1496,1474,36,7,798,73,1443,619,597,3372,1288
-1,1,16,3,1,5,2,0,1,135,,10240,7277,4,8.5,244,279,1,1,1,20591,5858,17.5,225.4,1128.33,20922.2,8,3,18,42,18,12,8,125,1009,9,69,17,4,13,1,69,18813
-1,2,15,2.5,0,2,0,0,1,157987,,48504,441,5,5.33333,362,793,0,1,2,83589,52558,24,239.4,724.5,1987,0,498361,1520,15,56,9,6056,821,4697,45654,14660,9,8912,7,3,3,15
-1,8,9,2.25,1,2,1,1,1,193143,,128816,3849,62,1.11111,1456,993,1,1,8,144809,145762,18,359,531,6640,2,30,442764,8,67855,12989,3348,38547,8764,19244,14404,9916,35771,41595,7180,8669,15644
-1,1,16,1,3,4,3,0,1,46623,,36812,921,188329,8.5,952,1951,1,0,1,36812,36812,28.8571,300.5,1268.83,6321,7,825168,161418,106561,17,4006,519,723,278,34,1745,6658,17519,42148,12817,3738,107
-1,12,5,4,1,2,1,2,1,12,,32332,1046,59,0.461538,140,684,1,4,12,90157,34034,8,,950,1661.5,1267,220,4160,31564,4395,20958,8358,8579,2452,130,2956,1635,3038,780,1585,2049,11294
-1,2,15,3,6,10,7,10,3,35837,,39493,8093,270,5.33333,537,987,1,2,2,48137,34516,,353.5,1254.5,10743.1,19868,35748,21735,1962,56143,52750,80385,18192,9364,303,17248,4063,216118,95556,34470,102325,3662
-1,3,14,2,4,3,9,4,2,781,,23290,8143,44,3.75,294,768,1,1,3,70211,16529,54,304,636.5,22088.4,11,312748,157824,220,1096,8817,567,725,23,63,285,2505,10512,39,183,5,14
-1,0,17,,5,,9,,3,3083,,,3633,,18,518,0,1,,0,,,22.5,264.5,746.6,10731.2,27091,20,31,27,41,18,20,36,10,10,7,1104,6,1715,7,1123,6
-1,4,13,1.5,1,1,1,0,1,220,,6788,6543,216,2.8,429,1158,2,2,4,8897,8897,25.3333,189,456,13993.7,0,60,7376,9,3,1058,1883,5,4254,621,147,142,615,2442,400,4,3
-1,1,16,2,1,4,2,0,1,126550,,115948,2534,4,8.5,912,234,1,2,1,173424,58472,25,155.667,689.667,6317.5,12,36,259,15,1331,29,1521,1174,316,1242,177,571,174,323,555,832,187
-1,7,10,3.57143,1,1,1,1,1,9608,,15864,1385,14,1.375,296,1165,1,2,7,26402,18048,13,322,950.4,4218,0,373,2661,1473,4,1208,4681,4041,2625,20551,4,4130,352,2880,818,361,43172
-1,0,17,,1,,1,,1,29,,,2144,,18,761,0,2,,0,,,11,229,835.333,7817.25,9530,5,14,15,21,113,50,21,6,25,49,16,152,3095,30,12,42
-1,11,6,2.27273,3,4,4,5,2,1247,,12060,2008,40804,0.583333,1021,1535,1,1,11,20789,18012,,213.667,,3802,93038,26216,168,5841,1296,2156,576,4576,1255,1542,54018,9073,77703,18326,36791,22523,5773
-1,14,3,2.07143,2,3,1,2,1,1350,,40920,4072,35613,0.266667,2320,1010,1,1,14,66260,69488,,,522,11171,10,804,2892,53408,134610,59837,341,371,40,9951,34,48,10935,1663,1312,6967,2082
-1,3,14,1.33333,1,6,1,7,1,14402,,3404,882,90455,3.75,868,309,1,0,2,6448,6286,27.6667,218.5,925.8,3378.5,29,324404,156,70122,162507,5872,11608,876,673,3943,162,2977,8878,2680,90972,48367,50677
-1,0,17,,0,,0,,1,5157,,,317,,18,448,0,0,,0,,,11.8333,138,902.667,1649,1399,11,7,4159,146,1346,315,1295,20,43,40,1083,78,7395,204,916,541
-1,7,10,1.42857,0,0,1,1,1,73364,,7709,8036,662,1.375,490,680,1,2,7,15867,3840,30.5,91,1180,25928.3,4291,8555,324477,240207,28,23,151192,2705,8628,1,348652,45718,54810,315,70,173737,49189
-1,1,16,1,4,3,2,0,3,177229,,76,1784,8,8.5,999,907,1,0,1,76,76,30.5,238.5,768.2,7876.33,8856,239,20348,2887,843,1635,25,419,5542,4206,39402,24072,137760,6435,11,35292,0
-1,17,0,2.23529,,1,,1,,,,23274,,21914,0.0555556,0,1117,,1,17,55781,58459,,,,,13,96817,124991,1399,4272,2863,97,7117,1849,2503,18706,21616,6036,1139,15867,27274,37734
-1,7,10,15.1429,1,11,2,11,1,4126,,11050,7074,19,1.375,414,277,0,0,6,31050,8397,,,525,7801.67,0,653,11,33,588,34,599,120,5,897,144,53,1287,52,178,977,1663
-1,2,15,1,0,1,2,0,1,207,,4945,1030,1574,5.33333,250,455,1,4,2,4945,4945,37.3333,280,984,4875.5,146564,19,9,3,171,246,1029,53,43,14,57,5,9,11,15,146,29
-1,7,10,2.42857,4,2,5,1,2,7130,,5451,4409,82,1.375,1196,954,1,0,7,7886,5360,,163,878.75,11946,46030,6274,3650,6,4409,2750,27573,1406,62,3003,2829,2424,200,8859,2893,74893,10336
-1,17,0,2.05882,,1,,1,,,,22688,,239,0.0555556,0,704,,3,16,36184,16355,,,,,70537,152846,112,2628,3328,1408,8595,66420,1348,1170,3050,3958,57799,1095,353,1261,1513
-1,0,17,,5,,8,,2,3865,,,4303,,18,705,0,1,,0,,,,233.25,1255,7481.75,14,62063,8552,6903,3159,2377,4,7780,11505,3,1479,11025,101922,56830,830,10261,37227
-1,0,17,,1,,1,,1,4834,,,1745,,18,481,0,1,,0,,,18.5,155.5,1013.67,12794,514,223814,236547,4,21773,13099,25522,5879,231,29,584,10581,3871,24,3,4,44682
-1,17,0,2.70588,,0,,1,,,,15653,,19,0.0555556,0,4346,,1,17,38544,24086,,,,,7,8685,75872,6314,319,274,151,82,749,458,135,703,110,10008,7497,11100,20694
-1,0,17,,1,,2,,1,147098,,,881,,18,629,0,1,,0,,,25,207.667,817.4,4770.5,4,331,13,5,19,17,15,41,26,55,18,866,100,179,12,4,6
-1,3,14,4,6,9,12,9,3,58,,20163,4534,126,3.75,415,477,1,0,3,59495,2914,,244,1003.6,8905.67,4329,341,3696,180,1357,9,3,11,2,9,6,95,29,1047,22,32,49
-1,1,16,3,3,1,6,0,3,281,,534,5218,2851,8.5,447,1470,1,1,1,1584,,27.75,252.667,1319.33,14688.8,33,17,25,750,1376,75,103,82,1177,742,50,2977,1992,3146,141075,133625,27495
-1,4,13,2,0,0,0,0,1,164,,6002,425,12,2.8,487,3298,1,4,3,12840,8927,31.1667,181.333,1197.25,,35,887,3442,49,6803,17,5,24,6,41,2266,375,1576,30,131,20206,7446
-1,4,13,3,0,2,0,2,1,120569,,6984,419,29,2.8,1297,1217,1,3,3,15647,2229,15.25,174.6,801.667,2113,9,6653,1342383,31520,39243,58857,12,38818,4253,15598,14757,11161,522,3808,11,5759,7
-1,13,4,2.69231,2,3,1,3,2,1501,,11417,20027,20100,0.357143,907,688,1,1,13,27238,6541,,322,811,78652,0,16105,44821,31232,110955,33596,7251,9213,5074,13110,701,8882,1670,64997,5393,5692,144011
-1,2,15,1.5,1,2,2,1,1,133672,,12072,4331,151,5.33333,702,1105,1,1,2,12147,,,216.333,925.5,6245.9,15,37,1432,2318,568,8766,41982,6,6275,81332,6,29618,84478,102713,3,36913,579436
-1,0,17,,1,,2,,1,548,,,275,,18,590,0,1,,0,,,12.8889,216.5,924.25,,485589,81434,4312,28,82,3097,11902,1506,13,499,863,1164,1133,1173,73,1777,987
-1,1,16,4,1,1,1,0,1,5313,,49893,732,12,8.5,240,714,0,0,1,192477,,16.8571,302,838.333,2117,86661,21223,214,381,7152,29684,12,31,28,25,4442,21488,17,10,11,39,248
-1,2,15,1.5,2,2,3,1,2,283174,,7088,1930,13629,5.33333,544,2036,1,4,2,12711,12711,24,,956.714,5538.75,72,16225,24094,26073,41641,83735,42,25532,3048,96777,33102,29118,11242,11799,34,27,585
-1,0,17,,7,,15,,3,19940,,,1775,,18,791,0,1,,0,,,,227,987.286,3497.8,990,285,1319,491,23827,815,1099,413,961,396,15,4863,199,14697,54,2960,191
-1,1,16,1,1,1,1,0,1,269895,,46845,710,50,8.5,675,2069,1,4,1,46845,,24.75,189,1003,4203,58,4410,1067,17488,16,11406,4,1300,72535,7512,28,136372,2405,99,1475,912,695
-1,1,16,1,1,1,1,0,1,16979,,546,203,2,8.5,982,795,1,0,1,546,546,17.4545,136,553.5,1682,15410,1879,9360,6073,6407,1507,4629,529,1749,3872,6027,4076,12899,1095,546,4868,19567
-1,6,11,1.83333,1,2,1,2,1,12115,,18321,1558,40089,1.71429,806,1439,1,1,6,25043,3759,35.5,83,1118.67,4520.67,0,51655,4499,61857,19,4828,3911,360,6,14,9643,4071,59245,11470,17294,44526,7146
-1,15,2,2.53333,1,1,0,2,1,3123,,23771,944,780,0.1875,147,372,0,1,15,43981,16450,,,943.5,,70291,17789,2931,72825,6038,15753,3992,10056,5878,92,27416,1261,4166,46483,12515,12087,18331
-1,13,4,1.92308,1,2,1,3,1,876,,10473,777,337,0.357143,256,534,1,1,12,19510,9842,,273,,2288,0,131916,6355,845365,628,163876,2722,8797,1366,10265,5283,20444,64,1399,1088,57,1732
-1,16,1,3,0,1,0,1,1,1179,,25114,1636,95,0.117647,522,1107,2,1,16,78694,64960,,,1636,,0,1405,1179,5656,82,293,78,1030,102,72,1474,1538,1113,5701,357,61,1441
-1,14,3,1.42857,0,1,0,1,1,983,,31705,375,241,0.266667,490,493,2,1,13,34133,36935,,93,516,,34579,2963,7653,459133,372622,220,420895,8792,74,139,1008,33386,85122,165302,15819,347002,54
-1,2,15,0.5,1,2,2,0,1,61,,631,461,3422,5.33333,791,1222,2,0,1,631,631,10.5,201.4,954,2982,0,14,1398,1448,5,11,128,6406,12,82,6,105,509,175,80,352,18
-1,3,14,8.33333,3,15,6,6,2,39,,19544,4987,4,3.75,684,1659,0,0,3,91411,22442,,,1153.5,6691.22,229,1231,133,129,1297,260,5667,44,62,4160,15816,142514,2698,7502,10081,1277,72
-1,17,0,1.11765,,1,,1,,,,11588,,64177,0.0555556,0,655,,1,15,16714,27102,,,,,3,141,1375,1243,1559,7174,8889,1281,7052,1495,185,355707,37535,12982,40,27327,9924
-1,0,17,,1,,1,,1,174,,,1949,,18,284,0,1,,0,,,1,180.5,849.375,6403.25,197,74,162,1055,184,1477,134,4168,28,1123,293,1165,371,83,979,401,52
-1,12,5,3.25,0,1,1,1,1,3103,,34141,1468,14,0.461538,202,1376,0,1,12,60038,34225,,,1196,2556,0,253,1119,27,111,10504,12775,431,838,13173,12,62,55,93,1086,61,39
-1,16,1,1.125,0,1,0,1,1,260466,,12140,1,49,0.117647,487,1828,0,1,14,12910,14861,1,,,,7279,1236,5839,2734,7563,5386,24320,26016,4491,214,2931,1067,299,6844,21601,2910,70
-1,2,15,4.5,1,2,2,0,2,41,,44113,1656,5,5.33333,535,1112,2,1,2,82111,9398,3,214.286,773.8,9735.5,0,414,269,58,2685,76,1871,545,178,138,5,56,2,5,87,827,3323
-1,0,17,,1,,2,,1,45,,,349,,18,784,0,1,,0,,,16.125,211.4,1187.5,,21,16,45,1123,26853,29,36,445932,44243,24,13,1740,858,7,183,10128,27302
-1,7,10,2.14286,7,4,16,4,1,53276,,5989,4890,24539,1.375,886,1208,1,0,7,8881,8087,42,189.5,1123.5,10335.2,0,33405,7156,3786,1891,7,1283,10121,14414,25380,10,8,17088,16398,905,1991,4
-1,7,10,2.42857,1,2,1,1,2,34274,,7323,3112,35,1.375,802,2598,1,2,7,10245,8616,43,68,609,8864,7,8719,7191,78,1356,13,4,1834,1069,7305,1556,17504,8548,3900,18,1396,4264
-1,2,15,2.5,1,2,1,1,1,65200,,17852,1358,6,5.33333,315,1267,0,1,2,39694,2935,32,166.333,794,5378.33,9,423310,7,15684,40,21,3881,4,7373,1728,15312,321257,60483,271289,228186,18066,14278
-1,5,12,1.4,1,1,1,1,1,216001,,27499,2278,90201,2.16667,312,620,1,0,5,31768,28928,63,220.5,1063.25,7378.33,188700,12339,3423,8,175744,11,8,142208,112120,6122,17,37125,43429,112233,44810,42,15
-1,0,17,,1,,1,,2,38435,,,2466,,18,447,0,0,,0,,,24.75,154.5,679,5459.17,0,98,1337,3,8,1339,18,11,179974,3,3,3,118770,21,5,20,36
-1,4,13,1,1,0,1,0,1,9357,,51954,1037,164962,2.8,578,3696,1,1,4,51954,103263,28,199.5,534.667,2843,14483,12899,18888,14403,20028,8426,83643,5,1410,1045,13,1375,107,1377,4318,12104,13849
-1,14,3,1.14286,1,1,1,2,1,2299,,12937,166,8515,0.266667,270,743,0,2,13,13376,18744,,166,,,0,7183,32,400,7033,11276,269,2586,23529,5611,3,27288,198493,99830,4263,2627,1249
-1,0,17,,3,,4,,1,933,,,3398,,18,140,0,1,,0,,,19.5,193,988,6247.88,2,29868,14265,16490,89243,2294,70710,40058,46765,144916,70669,41712,125055,26144,4773,74260,1837
-1,5,12,10.4,2,72,5,95,2,29558,,7896,4885,23,2.16667,493,476,1,1,5,60727,50905,12.3333,,466,7265.12,29937,1480,10411,12768,286654,17325,22220,885,14996,200262,3,64,62265,83601,9,8049,2176
-1,3,14,4.33333,1,4,2,3,2,1673,,4718,272,16,3.75,497,1092,1,1,3,12662,1837,26,223,616.667,,15,16,64,15,5,3,5,203,28,18,8,1336176,106,64335,27422,13,5
-1,3,14,1.66667,0,1,1,1,1,12981,,39725,914,114,3.75,358,789,1,4,3,77161,33445,38.2,270,1166.4,3115.5,0,122,12978,40,74819,248936,3124,46,1150,333,2564,170638,721,1775,54394,387448,17068
-1,8,9,1.625,1,0,1,1,1,47756,,26604,1626,104967,1.11111,575,1655,1,2,8,30233,57204,32,168,895.5,6138.5,7,464,149649,103351,91417,31436,4407,93383,41659,7588,1293,76,159,558,1957,11815,16932
-1,1,16,1,1,1,2,0,1,5497,,12226,1219,176,8.5,668,1017,2,3,1,12226,12226,21.8,279.4,653.5,4174,71851,1926,910,48,14,22,24,28,42,15,21,163,8,13,79,132,1
-1,4,13,0.75,1,1,3,1,2,33,,170,495,340,2.8,452,993,2,2,2,222,222,22.375,219.5,1078,2369,60406,5688,210,1392,4263,15913,80477,163,1189,49,11464,2991,15643,2770,6027,38573,247
-1,2,15,1.5,1,2,1,2,1,824190,,19076,4713,568,5.33333,705,1378,1,5,2,19762,36603,12,148.667,700,9731.86,11,105096,9822,281193,11,84460,6104,11,18,15,35698,9681,19385,15701,3075,52082,18220
-1,1,16,4,2,0,2,0,1,212,,55709,1774,15,8.5,478,2557,1,0,1,178995,22532,22,248,970.2,5618.75,0,413463,231,174,811,108,231,33,1044,14,4,89,1630,1298,1485,3,26
-1,10,7,1.1,0,1,0,1,1,184905,,10759,1267,359,0.727273,422,1103,0,1,9,11295,1823,20.5,250.333,1140,6938,3622,1866,420,1359,28,15400,1391,250928,5707,13,5880,1444,5454,4491,3712,1343,2244
-1,3,14,2.66667,2,3,2,1,2,14,,12214,2978,22,3.75,637,924,1,0,3,16643,9891,,264,883,5249.29,337,40,1328,6995,1786,11140,277,28710,132309,76,5675,3185,60,7201,12599,44,10010
-1,11,6,1.45455,0,0,0,1,1,298029,,48569,2615,10080,0.583333,476,662,1,0,11,53922,53557,,83,638,7400.5,12348,640,35395,8704,5455,27398,8664,18949,611,3752,1107,2941,167408,485,93096,7020,1103
-1,2,15,1,1,3,2,1,1,59,,91739,1310,49,5.33333,828,1271,2,2,2,91739,91739,23.2,265,1032.2,3527.25,1804,28,236,2305,16,1579,32,1933,822,206,76,274,2861,713,83,572,112
-1,0,17,,3,,5,,2,47081,,,1024,,18,795,0,2,,0,,,14,211.375,1252,3561,0,92,7,79,73,32,32,38,83,918,215,8,21,19,238,57,71
-1,2,15,10.5,8,20,12,1,3,7595,,14161,8365,7,5.33333,829,619,1,1,2,54896,19830,,111,1338,9638.75,4422,54,203,25,1073,52,78,342,28,1647,2201,295,169,1164,1305,8985,1073
-1,2,15,1.5,1,2,2,2,1,38371,,19387,917,177035,5.33333,191,287,1,1,2,32045,,10,217.333,985.333,3154.33,147282,21618,142074,442535,97484,96518,8,337,31,5,12,5,1093,15,2,2163,3686
-1,11,6,1.72727,1,1,1,2,1,7455,,23244,187,784,0.583333,1112,2564,1,3,11,31912,19144,15,146.5,784,,19,5539,40335,14381,60862,55660,1443,3196,40436,234780,24488,32695,92148,1528,10,20,6
-1,7,10,3.28571,0,6,1,4,1,488667,,9340,9862,162,1.375,392,482,0,1,7,18900,8642,,271,1018,28048.7,22682,3324,1623,12,1064,828872,19154,114924,27342,56566,268520,144,3,15,5660,3,103374
-1,11,6,2.36364,1,0,0,1,1,1326,,23647,144,22,0.583333,398,900,1,1,11,27400,25400,17.5,116.333,479,,312,165210,51910,70685,16379,3898,17,5,1139,112,69089,282,4843,33104,747,1362,7807
-1,3,14,2.66667,1,2,1,1,2,52948,,61300,2562,12,3.75,542,511,1,3,3,111701,75934,18.3333,260,1132,4513.29,32694,11803,27181,21943,6224,10653,247,8438,20072,4672,86728,18595,16063,31,20,613,1447
-1,0,17,,2,,3,,2,4995,,,1061,,18,429,0,2,,0,,,7.5,176,847.167,3099,396311,2030,222,92,10,28,108,76,38,27,46,281,18,556,434,402,27
-1,1,16,2,1,2,1,0,1,473,,49516,1069,5,8.5,306,2557,1,7,1,96024,96024,28,220.5,808.75,12022,25,266,37,5439,50,244,8,25,1049,165,206,25,2532,122,51,8566,9
-1,10,7,2.4,2,1,2,1,1,138,,13992,1785,109,0.727273,452,394,1,0,10,23436,14235,41,288,1013.5,3379.67,1313,142,1657,407,9,6,6881,1618,24,1032,2462,427,4016,1791,9777,131,14431
-1,0,17,,0,,0,,1,372,,,692,,18,172,0,1,,0,,,19.6667,185,731.4,3623.5,1157,9,9,113,625,641,2344,12047,4,23,24,5,5,2159,3,14,13
-1,2,15,1,1,1,1,0,1,4669,,109170,768,2,5.33333,426,1816,1,4,1,194737,194737,12.4286,161,627,3385,15,219,1145,13,293,512,24,39,3,9,3,6,3,28,701,2004,1355
-1,14,3,2.14286,3,2,1,2,2,15,,19457,1471,116,0.266667,810,888,1,0,14,24911,21600,46,,717,3650,0,144093,380055,125,18797,4304,10,5790,4417,2543,6263,10927,14776,11270,12904,19068,5410
-1,5,12,3.8,6,4,11,4,3,45980,,20516,10694,21,2.16667,438,720,1,0,5,60135,19881,,380,1004,13993.3,16457,2600,935,274,1433,132,142,1198,5993,184200,12117,18087,48968,11577,1374,25788,20352
-1,17,0,2.41176,,1,,2,,,,18784,,145,0.0555556,0,476,,0,17,50421,19206,,,,,13632,2860,23,3028,425,4228,1692,1271,32,1586,947,49,17476,11819,1302,4459,2620
-1,15,2,1.2,1,1,0,1,1,72141,,10869,420,65285,0.1875,287,2291,1,2,13,13570,14478,,306,534,,25702,1951,2951,271949,14152,14054,1323,1883,32,1820,6496,7375,9928,29166,5,6319,30025
-1,0,17,,1,,1,,1,739,,,291,,18,582,0,1,,0,,,25.7143,281.714,929.667,,237179,12803,3503,10429,2307,2660,95,3186,5221,4521,3436,702,11911,6135,3856,2627,209
-1,4,13,1.75,3,1,7,1,2,76263,,4836,5052,7759,2.8,337,870,1,2,3,11713,16997,13.5,250,812.2,15271,44680,16654,6201,1450,155,2421,270,2486,61,1441,7054,51513,26184,3563,180824,16276,168519
-1,2,15,1.5,1,1,1,0,2,72361,,2987,4494,2176,5.33333,936,1453,1,0,2,4250,1724,22.4286,213.667,1309,16325.5,179144,147845,636896,57,631,26196,12042,5540,148,21431,43107,32907,467058,126838,5281,152,7476
-1,13,4,2.23077,0,1,0,1,1,232598,,26307,173,5,0.357143,697,1046,0,2,13,47637,20762,,172.5,,,3,2807,4,4293,17362,4728,8435,304,180,3,5587,4049,5767,2998,1040,741,2891
