#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8,gap9,gap10,gap11,gap12,gap13,gap14,gap15,gap16,gap17,gap18,gap19
-1,0,19,,1,,2,,1,18799,,,633,,20,441,0,1,,0,,,31.25,176.857,795,8158,502845,13,10,11,13,26,8,295,674,51,19,7464,109454,135,25,766,19,25,219
-1,3,16,1,1,2,2,2,1,1454,,6949,2669,95368,4.25,591,978,1,1,2,9768,4131,18,216.167,718,19228.5,0,1507,125293,35641,4343,7,196,105,5,1491,4618,11,14078,64426,17323,43836,2910,24,17
-1,1,18,5,1,2,1,0,1,29,,26957,2933,119,9.5,331,654,1,0,1,116315,985,,423,1167.8,4066.2,11,8,37,75,78,76,111,5,34,8,9,16,3,3788,5,88,348,1139,322
-1,17,2,2.35294,3,3,1,2,2,460602,,33670,6999,143,0.166667,139,565,2,1,17,57156,38577,,285,,13713,9,36059,56477,1117,61409,61622,1329,23136,2790,41,11647,2889,11112,14590,9909,23482,3993,45,4655
-1,8,11,1.625,1,2,2,2,1,2003,,130666,1060,190,1.33333,381,7014,1,0,8,150417,120039,22.5,137.5,806.8,3650.5,37611,107,5357,256,7402,5533,8,15694,125,16,1194,212,9,11,2745,5870,1285,245,8391
-1,2,17,1.5,1,1,1,0,1,612,,12758,400,5161,6,351,778,2,5,2,24672,24672,31,198.4,775,1752,1335,181289,10260,42007,106,5418,90,9,47,1314,20,268,3,63,1348,16,13,879,8
-1,7,12,1.57143,2,2,2,1,2,106,,25464,2439,50814,1.625,449,1665,1,1,6,57733,5302,26,218.75,769.5,6699.25,38,43295,7584,1215,10192,11,28844,51932,2623,5909,2655,231,17,5667,3069,2462,2,8671,375
-1,5,14,5,3,11,2,11,2,14092,,3026,12286,458,2.5,791,934,1,1,5,7330,5087,28.6667,70,654,21317.6,321,805,130,354,1125,1794,2523,2659,21979,9908,11656,11,31798,46493,8,18346,2966,5314,13069
-1,0,19,,3,,3,,2,33922,,,6057,,20,960,0,0,,0,,,30,376,1068,7606.5,92239,4421,10117,5842,4029,20,36,2512,11888,46,20,11567,3836,127133,278983,22032,34028,8822,179
-1,13,6,1.23077,0,1,0,2,1,164810,,4217,425,36652,0.5,537,1223,0,2,12,5033,4031,26,338,1482,,1745,254511,896,5,403033,25549,1831,25923,30204,2915,79928,1315,4665,565,12030,78,66,21745,2772
-1,0,19,,6,,11,,2,131788,,,3341,,20,540,0,1,,0,,,,277.5,1019,6324.88,0,78405,23,83445,5,9,48845,10,21,6,12,48,4,6,3,18,944,2965,8
-1,6,13,2.83333,1,1,2,1,1,36,,26020,2765,526,2,275,854,1,2,6,59356,50172,14,245.8,780,11038.7,350980,8711,8834,1132,11,2874,117094,12767,1532,20244,11269,17492,11,326,23,862,1491,37586,8471
-1,0,19,,2,,1,,2,13850,,,4188,,20,314,0,0,,0,,,24.1667,225.5,,8725.44,119,1276,195,1486,1339,117,1212,276,51,1308,2712,234,1012,77,193,1535,8306,145,118
-1,0,19,,3,,4,,2,51,,,2349,,20,1170,0,2,,0,,,16.5,183,1080.5,5643.29,83,43,47,16,19,349,21,282,672,8,254,15,2729,416,138,12,207,15,531
-1,2,17,2,2,1,2,0,1,48529,,7347,2265,86,6,929,811,1,1,2,13007,2181,14,259.5,680.667,4485.25,12,44,1842,1332,2541,87,1885,900,1413,1531,413,14,1717,21525,17272,6475,2269,22785,1038
-1,9,10,2,1,7,1,16,1,38444,,27904,1591,10390,1.1,727,947,1,1,9,53276,13578,,189,994,8184,37244,27,100,248,1020,97,150,112,1204,4743,35404,59465,93,57902,20134,40056,74699,37376,20
-1,17,2,2.35294,0,0,0,3,1,2871,,26006,61,14,0.166667,1673,388,0,1,17,51962,8173,61,,,,4,2545,187,1304,366,4045,241,101,969,155,1313,91,205,134,4585,26,2140,2174,2287
-1,18,1,1.72222,1,1,0,1,1,662,,26021,353,30,0.105263,294,1197,0,2,17,31880,25320,,353,,,30,1437,10086,737,393,6170,662,3442,40476,54672,22972,21330,39166,163,2218,6388,10016,2903,6695
-1,1,18,2,1,0,1,0,1,44495,,29865,2897,13,9.5,437,291,1,0,1,47485,47485,38.75,167,944.6,5888.12,10,18,31764,76,7336,8353,95,32,284,839,5,8,35,4,88,9,139,230,1469
-1,1,18,2,0,0,1,0,1,22,,4384,104,2,9.5,597,1433,1,0,1,4901,4901,19.25,229,493,,23,22,7,6,21,4,7781,3486,2271,8,16,28,18,2243,37,4875,13,14,10
-1,19,0,4.05263,,5,,8,,,,29400,,6,0.05,0,278,,1,19,53979,39633,,,,,174,16894,4274,6196,31361,18729,225,24282,197,9908,5594,3142,2951,4402,11593,1067,145,78,122
-1,1,18,1,3,1,6,0,2,102591,,20175,2124,19,9.5,572,606,0,0,1,20175,20175,1,168,873,5150.83,15,2682,1689,7,9829,18738,10025,17326,4366,37308,21614,31804,347081,7,85712,6955,89394,12578,402132
-1,1,18,2,1,3,1,0,1,432520,,883,909,58,9.5,421,2835,0,6,1,927,838,30.8,171,853.4,5090.5,0,135247,8697,4401,22188,38506,22055,163881,41475,1221,6505,10835,2994,9065,11034,1417,205,10,2
-1,12,7,2.33333,1,2,2,4,3,503,,21543,244,8798,0.615385,897,1101,0,1,11,32406,28344,25,323.667,663,,275745,191796,1255,22,7318,10153,122864,22450,26318,82113,128660,4,18923,1518,10907,13345,12578,77374,8598
-1,12,7,1.08333,1,0,1,1,1,357278,,7377,349,52,0.615385,763,712,0,1,9,8156,7230,10,117.333,694,,204342,4,22075,5380,8,5,23339,5578,142,5574,21040,13571,9941,1452,232,2676,2433,709,184
-1,13,6,2.07692,0,0,0,0,1,514,,6997,575,926,0.5,869,1304,0,1,13,9468,7654,65,91,823,,30,1163,405,15,22,1301,2537,306,4,4499,941,487,1353,34,1306,94,1340,4011,4500
-1,2,17,3.5,1,6,2,4,2,14304,,71619,2887,6,6,433,887,1,1,2,248160,10229,9.5,380.5,952,4728,53606,18471,1482,7281,8447,559,1231,10,102472,9,18211,24522,16204,1047,7454,24361,15720,50,14
-1,10,9,1.2,0,1,1,2,1,1282,,16543,112,72,0.909091,456,648,2,1,8,30159,3598,11.2,238.75,,,17633,1013,1424,459,139,25280,134513,14,4052,6941,121,53265,8536,13206,11285,7682,25526,45,8752
-1,0,19,,1,,2,,1,9101,,,5781,,20,266,0,0,,0,,,,103,1290.8,8594.5,13173,30200,5,10,10097,4672,148,3685,9091,1319,66,1053,7120,2677,18152,35994,124691,54679,8404
-1,14,5,2.85714,0,1,0,2,1,127,,13373,775,53,0.4,985,1505,1,3,14,30326,29365,,255,1121.67,,18,707,3565,74025,230,121,1338,744,93,57,58,1115,6671,1341,106,1299,40,72,452
-1,1,18,2,1,2,1,0,1,2487,,12879,838,139,9.5,345,2315,2,0,1,25092,666,36.5,195.25,991.714,2404.67,26,3084,17,14,21,6,33,40,7,32,40,53,10,10,7,25,31,28,10
-1,17,2,1.70588,0,0,0,1,1,26352,,14505,133,4189,0.166667,146,2167,0,1,17,15941,2531,,132.5,,,15,10343,219217,58976,134,5281,6439,2100,678,3814,304,1469,1152,1201,257,3085,2563,317,237
-1,4,15,2,1,1,2,1,1,205,,22950,1519,14502,3.2,775,2284,1,2,4,47246,15395,19.5,151.25,860.167,5658,434873,21488,10374,18,1192,2913,1539,18,190,1068,4464,45,5726,99679,22729,5841,500,227270,37171
-1,17,2,3,0,1,0,1,1,1224,,22662,170,10,0.166667,365,645,0,2,17,52305,57776,,170,,,1,10420,12600,26183,1051,40742,22952,139883,17056,2772,2788,4610,2708,1376,377,1022,5744,1396,42038
-1,4,15,1,0,0,1,0,1,3855,,868,272,12,3.2,339,347,1,1,2,1218,,31.6,233.286,763,,6,20155,103687,35,444,12,5,245,47,39,652,622,20,18,14,5,7,15,10
-1,2,17,2,0,3,0,2,1,32,,32633,1446,24,6,309,2168,1,5,2,53405,53405,20.8333,289.667,632.5,7151,0,17224,950,4,21,280,11,8,3,3,8,5,9,3,3,4,1601,1209,22
-1,0,19,,1,,1,,1,4587,,,786,,20,302,0,1,,0,,,21.25,301.5,857.222,2962,161363,4,9939,11691,11,154,21,8,13,22,77384,7166,142598,3,4210,8,23,622,7
-1,19,0,2.21053,,0,,1,,,,12541,,167,0.05,0,731,,1,19,23732,13737,,,,,0,11979,13093,130463,4425,41806,2760,8857,537,3481,762,5026,60737,9752,5338,60,4015,832,19482
-1,17,2,1.41176,1,0,0,1,1,14683,,13416,2215,96,0.166667,238,1310,1,1,16,21837,7643,,88,,4341,18,6965,1924,26776,55449,21966,62964,7486,11419,767,1220,723,3939,2937,38540,120123,2267,19130,3510
-1,0,19,,1,,2,,2,282312,,,2329,,20,534,0,1,,0,,,25.6667,157.667,994.375,7149,7,40,38,5468,1456,8606,1550,257,1031,1341,41147,20857,3,5943,1477,1267,5864,92,10077
-1,19,0,2.10526,,1,,1,,,,24832,,2945,0.05,0,657,,1,19,55225,22053,,,,,0,13281,331,9794,4665,3683,67940,9193,3235,2392,3351,17440,18797,2768,5608,38076,46004,134143,5224
-1,8,11,2.25,2,4,2,7,3,9818,,30153,3831,7991,1.33333,801,674,1,0,8,33116,41120,25,,746,7205,84907,195709,2754,47,2044,16,1034,20,330,13990,4243,287,1563,3897,11752,109323,92040,492727,588926
-1,0,19,,1,,1,,1,588,,,1286,,20,474,0,1,,0,,,,209.571,1035.43,3145.6,377045,7475,92008,10048,1363,7313,7,1287,31968,17061,88767,144593,80642,36,8991,11307,11419,76186,84898
-1,2,17,8.5,2,6,2,2,2,21061,,25746,5335,2,6,495,763,0,0,2,111985,2818,,71,889.625,10438.2,29,14,4,288,11,1538,1272,13,32,7144,8377,3,19,342,12629,8841,26,2,180
-1,8,11,3.125,0,4,1,2,1,63114,,18854,3445,146002,1.33333,223,620,1,1,8,46265,23413,1,165.5,910.667,6966.8,10,5319,451,2464,347,11411,153,31,4136,1356,39,1179,1840,10,1146,3358,1273,1085,1400
-1,1,18,2,0,0,1,0,1,11555,,56602,4026,3,9.5,653,769,1,1,1,100388,100388,16.5,150.5,955.4,9616.71,4327,1239,1191,158,68,3,1501,147,2070,7,6095,384,251,393,703,1412,7344,2876,990
-1,15,4,1.66667,0,1,0,1,1,246558,,8634,227,2293,0.3125,977,2190,0,2,15,12645,13573,11,151.5,594,,3429,40255,143809,378494,24779,15994,58401,150097,46,30,1336,26,84,2512,55,242,80,30,5546
-1,0,19,,1,,1,,1,431,,,900,,20,264,0,2,,0,,,29,218.778,830,3373.33,3,25994,3,22,1346,15,98,15,10,1084,33,4,12,44,68,18,6,5,22
-1,0,19,,1,,1,,1,6,,,790,,20,152,0,2,,0,,,16.2,221.833,725.75,2676,0,1241,65,1149,50,314,11,11,4007,1500,59,54,50,132,1130,31,187,8680,1524
-1,0,19,,1,,1,,1,6947,,,1977,,20,222,0,1,,0,,,58,89,986.111,3566.62,3,3,7,31,10,56,4,45,25,9,4019,4631,7002,2900,29,1530,4047,1737,-123
-1,19,0,2.63158,,1,,1,,,,12111,,28,0.05,0,1049,,1,18,22483,17954,,,,,0,31,381,1046,154,5680,133,1395,41,1081,202,131,1632,5703,3871,5868,27,153,82
-1,5,14,2,1,1,1,1,2,83139,,32881,4752,20,2.5,705,1969,0,0,5,65347,3999,38,257.5,749.5,7164.67,17716,979,83,34,22,16,1482,15,174,6835,3212,61639,28889,40315,342982,220010,52068,1584,17
-1,0,19,,7,,9,,2,1054,,,2315,,20,382,0,2,,0,,,28.25,182.333,1237.25,5152.14,25,9,79,598,180766,32,57,35,16,22,9,442,27,21,57,675,35,2178,2001
-1,1,18,1,1,0,1,0,1,858,,380,398,14435,9.5,460,561,1,2,1,380,,16,250.429,809.25,2086,115,70,43,15,74,3305,708,76,1317,4774,7079,8,429,825,27555,133654,1406,7266,16
-1,1,18,1,1,0,1,0,1,24,,3387,1542,1753,9.5,581,1224,1,0,1,3387,3387,24,208.167,735.5,3567.43,22,7088,60,157,42,1103,277,9850,277,1206,36,6147,1200,1249,1708,182,5339,20,1416
-1,1,18,1,1,3,1,0,1,49883,,214467,1559,15,9.5,345,733,0,0,1,214467,214467,27.75,227.5,919,3788.17,19,96,33,2160,10,9,422,17,4,40,2535,13,357,113,3,1296,29,10,40
-1,1,18,1,1,0,1,0,1,120,,1037,764,3584,9.5,237,348,2,0,1,1037,,8.5,138.5,790.75,4983.5,273904,2095,4693,17,27032,9,18465,21,731,41,323,8335,4451,4156,5538,9,50057,37,7
-1,4,15,2,1,5,1,3,1,5024,,75670,2460,57,3.2,297,770,1,1,4,141522,141522,33,236.75,960.2,7165.25,1228,8,21,90,5,71,9,882,72,60,32,211,2185,150120,63454,42152,2532,3,201
-1,15,4,1.06667,0,0,0,0,1,394366,,3124,13970,5836,0.3125,875,878,1,1,11,3569,4071,,190.333,,55309,17093,73,44551,114945,63494,28666,4389,69356,10041,107605,44714,7095,3147,13002,5873,21182,6050,12808,9993
-1,15,4,9.06667,1,9,1,10,1,39491,,29612,1740,77,0.3125,952,482,1,1,15,105002,52303,,,981,2120,1469,21594,83828,51715,14994,17233,15002,445,5692,125,13190,2554,37912,815,4163,9229,5537,1040,1804
-1,14,5,2.64286,6,5,9,8,3,4270,,16362,749,2533,0.4,354,432,2,1,14,46548,18542,,,749,,0,1041,7,1495,2695,2,17,363,87,4181,1132,431,2461,4,187,1585,4352,1088,1772
-1,1,18,3,2,2,4,0,1,43911,,7954,3450,24,9.5,489,1142,1,1,1,16647,4952,37.75,288,963.25,8175.57,17,659,664,15,4035,19260,4,6921,18191,8,1968,197,743,17779,1563,3895,2659,201,7069
-1,4,15,0.5,1,0,1,0,1,398,,3162,464,350,3.2,438,350,1,1,2,3162,5893,9.375,308,1074.75,1963,11967,1103,14242,4294,42151,3955,4368,6129,2489,11499,7430,9855,9036,2690,7188,4242,1587,4064,44975
-1,16,3,1.25,1,1,1,1,1,999,,3785,68,37916,0.235294,188,1345,3,1,13,9255,3609,4.5,196,,,0,387,988,1854,1392,137,51702,9628,7667,8201,3290,1381,5537,14761,8312,243,40,1380,44
-1,16,3,1.875,0,1,0,1,1,20670,,8992,472,25444,0.235294,749,856,0,0,16,14903,17512,,331,755,,0,1164,5661,1372,8641,20555,197229,6965,17274,1344,1570,30263,49,27637,1246,39073,2670,229,8594
-1,2,17,2,2,2,2,2,2,47,,8870,696,3,6,728,2444,1,1,1,21455,1364,38,234.8,840.667,3934,12,113589,368,55,2913,4214,8,111,1304,7,21,4,6,4180,20,1573,3313,732,347
-1,6,13,0.5,0,0,1,0,1,19589,,654,247,7,2,236,459,1,1,3,654,207,16.8333,194,1070.5,,6,48,3925,4446,18531,10,712,802,7,500,40,692,4,157,2,118,532,5414,1056
-1,0,19,,2,,2,,2,95,,,1980,,20,651,0,1,,0,,,46.75,266.5,913.167,6178.4,87665,17,8,49,44,22,523,236,33,41,146,44,16,2636,305,967,23,116,648
-1,0,19,,2,,2,,2,306,,,1227,,20,814,0,1,,0,,,26.25,192.6,1033.17,4011,1452,7403,33,56089,3032,314999,718780,7506,1067,278,12,42,17,103,877,4775,1034,10476,13954
-1,19,0,1.21053,,1,,1,,,,19935,,45,0.05,0,1210,,2,17,22347,21793,,,,,0,24726,609,2528,365,114,596,33,18,3202,77,1681,32,36,514,69,42,1778,46
-1,1,18,10,1,11,2,0,2,4373,,25140,4744,2,9.5,532,234,0,8,1,131114,11864,23.6,,772.333,11519.6,41,18,18,1133,34,1673,14,19,958,465,2,13,5441,6,1602,9644,7107,1744,68
-1,3,16,2.66667,5,4,6,1,2,37766,,5774,5757,1074,4.25,892,957,1,1,3,11374,6657,33,136,757.75,10378,136022,12,538,64,1996,1460,1171,311,89,2845,6,6515,73,9276,22373,575935,447165,331421,156695
-1,5,14,4.4,2,3,1,2,2,17712,,5585,5093,24,2.5,643,548,0,0,5,16682,5521,,390,886.667,6824.7,45,8691,120,2883,178,1346,7300,310,780,95,547,9758,8241,56,3242,10059,5959,968,1498
-1,16,3,0.8125,0,0,0,1,1,26414,,2077,44,29521,0.235294,398,755,0,1,12,2094,5075,44,,,,17429,4468,1226,1483,4258,14680,1337,5712,18780,13004,2759,23148,17240,3002,4342,2658,4540,12601,17380
-1,0,19,,1,,1,,1,6,,,954,,20,456,0,2,,0,,,31.2,209.75,862.286,3695.67,324197,58,8,305,50,41,8,334,14,467,107,22,6,45,300,9,41,6744,457
-1,13,6,3.92308,2,5,2,4,2,145890,,43031,5210,6,0.5,793,713,1,1,13,121244,94875,13.3333,197,1543,29482,122459,2648,3296,3036,6872,12718,1753,1361,4055,2870,3319,15494,4533,10078,161,44189,634,1078,4177
-1,16,3,1.75,0,1,0,1,1,147332,,36575,4493,4090,0.235294,367,479,2,1,14,45575,36853,5,343,,13130,4,6909,4383,49163,80873,3689,1576,1614,1988,2133,181,7365,106100,5937,93374,43506,13006,10431,43
-1,0,19,,2,,5,,1,72972,,,631,,20,524,0,2,,0,,,20.1667,151.667,685.5,2237.5,15,4880,85901,1277,21797,26079,8239,14335,3058,3443,28,86,2722,795,1906,4015,1722,1278,2476
-1,17,2,1.82353,1,2,1,3,2,341444,,44267,1661,396,0.166667,879,1006,1,2,16,56422,49050,,260,,3061,17,576,103,31036,24319,1282,927,22278,27997,3473,44,8758,3936,29217,1120,8514,3389,12182,5094
-1,3,16,11.3333,1,12,1,9,2,9813,,18999,2246,24,4.25,283,791,0,2,3,95888,67013,,215.333,1088,4418.83,17,1245,243,1034,11,116,9,60,122,1147,79,179,4,23,14,51,40,1333,81
-1,0,19,,1,,2,,2,9,,,542,,20,443,0,1,,0,,,23.375,188.667,514.333,3714.5,292565,1160,28,98,42,33,25,1060,230,26,1169,10150,5798,25,8,84,135,58,85
-1,16,3,2.0625,0,0,0,1,1,1608,,7612,133,73,0.235294,1051,2855,0,2,16,10519,10853,,133,,,7,480,2585,13,285,858,5951,1294,4345,39,1338,3,3113,4281,5947,4257,1177,118,4451
-1,17,2,1.23529,0,0,0,1,1,1041,,27890,48,106,0.166667,360,2365,2,1,17,28115,61074,48,,,,9,4604,2771,79,58,142,291,1325,77,87,1471,683,199,489,1526,380,1956,532,927
-1,12,7,1.83333,1,4,1,6,1,6161,,27410,856,2149,0.615385,678,1290,1,0,11,50037,26887,32,285.5,569,4246,0,27,4486,2875,519,1215,25378,3145,2653,408,430,9141,4741,7,1774,2,21205,3,10226
-1,19,0,1.31579,,0,,1,,,,8345,,163,0.05,0,576,,1,17,10659,8261,,,,,0,5478,309,4693,1214,2396,6611,9450,40,2850,37993,4265,2948,1206,1332,17224,704,2241,480
-1,1,18,2,3,0,3,0,2,12142,,3934,3914,1,9.5,469,697,1,0,1,7454,,51.5,296.75,1143.33,7304.44,31561,21,4267,8,7405,1185,183,1250,175,9,19059,9506,222,5755,1443,108,4149,41,302
-1,3,16,1,2,4,2,3,2,113792,,22676,1324,875,4.25,1151,1529,1,1,2,44276,1075,19.75,235,873.667,5692.33,387172,1193,166,8,7,11412,2595,1512,18831,31447,12978,46234,4486,44319,32279,157816,15966,181,4000
-1,6,13,2.5,2,1,3,2,2,80693,,9980,1504,4,2,356,248,0,1,6,13532,13238,26,197,802.6,4530.67,27,14798,37266,36,1175,302,1189,1369,362,4270,4197,189,9797,1367,138,5670,1542,1283,5947
-1,11,8,1.90909,1,1,1,1,1,182356,,17772,979,31,0.75,331,1293,1,1,11,30867,14291,24,156,1338,2399.5,0,1173,99,15811,3416,65830,11926,113,769,170,585,93,9900,2866,25186,21258,106,21063,13134
-1,2,17,4.5,2,9,3,4,1,38874,,21693,7448,5,6,515,365,1,4,2,71202,,11,,1078.67,13154.2,202,995,72020,253542,12036,3601,1406,24,11,421,51982,8208,152709,63274,6,32,276,28,44189
-1,9,10,1.66667,1,0,3,1,1,58284,,20151,414,50778,1.1,601,1787,2,1,9,21656,28440,26,109,1262.33,,21,5,3,71794,36142,64571,51990,3125,67372,90540,6101,6116,1033,5,1087,1543,597,805,1560
-1,17,2,2.70588,0,1,0,2,1,7235,,21716,416,271,0.166667,274,1056,0,2,17,60694,53028,,416,,,0,11583,6639,6293,2462,18814,1660,7080,2845,4212,9027,5886,5083,5971,4572,2637,1680,5443,5910
-1,19,0,3,,1,,2,,,,14703,,3920,0.05,0,306,,1,19,38661,24521,,,,,183670,18056,90984,47484,1359,5848,27,2819,4706,2380,21835,178,10948,86504,4203,4735,18275,357,4402
-1,9,10,3.55556,1,2,1,4,1,42464,,47966,2374,56,1.1,260,556,1,1,9,131497,20470,,254.5,1005,7299,29,28402,1214,2812,1317,188,5631,716,4269,5291,590,1092,1123,280,5815,2482,680,22350,36
-1,3,16,2,1,1,1,1,1,1037,,33934,2746,12,4.25,297,644,1,1,3,35570,2910,22.8,204,712.333,13552.3,365409,11469,220136,22908,322,27362,92436,5,18,5,18,14,4256,7,5,35,10,5765,6
-1,18,1,2.72222,1,1,0,1,2,554243,,15595,330,194,0.105263,459,686,0,1,18,23518,20287,,330,,,34923,1206,181449,60774,5555,48578,23320,283,35402,14409,1352,3590,1341,30038,9807,33521,15760,24284,47394
-1,3,16,4,4,1,6,1,2,28,,31252,2240,4,4.25,648,1279,1,0,3,57499,44174,38,217.667,1225.8,8709.67,163852,23,1474,12187,14,201,14485,6526,124,6268,48617,6969,1435,330,24,60,91,26,234
-1,0,19,,1,,2,,2,53,,,1352,,20,566,0,1,,0,,,16.4286,194.25,1399.33,4120.4,0,3093,7980,142,946,8630,11,218,1656,15,5544,20378,1001,10858,29817,8404,734,4,583
-1,18,1,1.55556,0,1,0,1,1,10898,,10228,573,563,0.105263,89,499,0,1,18,16742,8351,,,573,,5,40241,1494,7291,1553,4674,7749,5903,3039,10095,7046,351,2454,27,6566,2247,1417,7231,1
-1,12,7,2.16667,1,2,0,4,1,263,,41022,209,23550,0.615385,531,1142,2,1,11,66202,45180,7.5,249.75,447,,5,8229,2966,141447,43061,18,15802,185557,368525,53280,265072,142,1116,20,36561,11,1665,20945,39368
-1,1,18,0,1,2,1,0,1,59,,,828,,9.5,742,1178,1,0,0,,,20.3333,213.333,1002.5,4742.5,10,53,100,116,3895,154,7,119,1387,318,164,1012,21,1244,192,12,54,170,941
-1,16,3,2.1875,1,3,0,6,1,23581,,25071,658,32958,0.235294,239,1041,0,1,15,41863,34730,,,658,,1,45,4608,5758,47635,28,31377,6021,12977,7042,11673,2892,1357,34670,19,0,4170,57952,5108
-1,0,19,,1,,1,,2,29051,,,6395,,20,480,0,0,,0,,,6,221,1074,8113,16,1449,17,7,2,5,17,128596,136421,4691,2653,233,5876,155,619,1471,27,322,30
-1,14,5,1.42857,0,0,0,1,1,88159,,3839,41,50123,0.4,1045,1117,0,1,11,7488,3037,40.5,,,,0,1340,195922,82151,36299,5435,141352,8777,156989,214313,32130,916,43760,14405,7374,2198,1283,7327,33140
-1,18,1,1.5,4,1,0,1,2,17,,18084,204,140,0.105263,109,3263,0,0,18,19361,12776,,204,,,0,20,3036,1421,2669,1281,192,196,1350,2573,182,2703,367,1100,1649,17,4100,1448,167
-1,12,7,1.83333,1,0,1,1,1,1410,,3290,174,1154,0.615385,334,479,1,1,10,6837,2679,13,180,806,,3,1951,9782,27,4138,4536,9,121882,1481,29162,23939,14625,1587,26,1011,5,83,167,3014
-1,19,0,0.947368,,1,,1,,,,27838,,400,0.05,0,264,,0,16,30069,32835,,,,,37712,283420,1722,1158,3174,106,1432,2861,5597,174,2561,2883,331,1303,50,4256,5570,33061,392
-1,14,5,2.5,3,3,5,4,2,252453,,17845,655,351,0.4,785,1415,1,1,14,26200,19394,11,374,963.667,,29,4857,10088,52668,217,21445,66506,2477,109,154,17360,293351,235428,31605,4852,26951,57792,20135,22706
-1,17,2,1.35294,0,0,0,1,1,58331,,29484,64,1997,0.166667,617,667,0,1,14,32052,37852,64,,,,141103,511161,28791,72219,2234,11175,7,19602,37484,38228,55979,24882,22860,5026,42742,3091,23671,8155,10565
-1,2,17,2,4,0,10,0,3,12089,,13193,2857,477,6,420,705,0,1,2,25771,846,8,314,919.333,4984,2882,1873,5431,4339,4305,34458,7179,10074,12962,215,2829,50,6302,159677,111750,309909,1299,35,68923
-1,4,15,1.5,1,1,2,0,2,283,,7451,1052,16562,3.2,337,1649,1,1,4,9121,7754,7.75,124,968.667,2855.5,0,11303,1509,38,71,516716,30055,41138,489,4,8,15,5,1563,1347,49,57,395,1012
-1,0,19,,1,,2,,1,90027,,,847,,20,289,0,1,,0,,,27.2,168,890.667,3260.67,0,9723,6,11716,27387,26,36382,539521,4,218497,34250,17141,141890,77582,12244,13,16634,2755,29084
-1,8,11,2.125,2,2,4,2,2,20464,,6660,863,17480,1.33333,444,1105,1,0,8,11813,10116,,218.2,1149.25,2946,1237,43179,5,46597,1280,204,99,558,58343,10053,2596,135,831,3375,45040,1320,8674,8753,9
-1,0,19,,1,,1,,1,19,,,364,,20,478,0,1,,0,,,20.8333,171.5,1082.8,,300783,289,23,10,13,85,7,111,12746,1219,10,7,8759,36,26,1369,56,4028,14
-1,3,16,2,3,2,5,1,2,29848,,26500,6225,117,4.25,592,833,1,3,3,30336,30336,,188.6,713.5,13686.9,8,1561,435,773,12,2866,118,2492,365,14,7679,807,304,1658,75,1345,20,957,51
-1,14,5,2.42857,1,1,1,1,1,2944,,7249,111,1094,0.4,209,992,1,2,14,11518,12126,24,132.25,,,0,19911,20162,15850,11,32116,4,59965,31,101288,8831,1414,235769,22190,3657,30786,11046,141217,22615
-1,0,19,,5,,17,,3,9445,,,4420,,20,1154,0,1,,0,,,41.5,140,1014.5,6843.36,27,528,366,41,464,564,21,1607,1505,4,2675,18,1741,23,2512,17,119,14,1503
-1,2,17,1.5,2,0,2,0,1,6,,301,782,3,6,356,930,1,2,1,801,51,33,189.833,986.167,3072,3,305,46,97,19,35,88,42,1090,57,9,7,15,250,1352,2801,1426,2,5702
-1,0,19,,1,,1,,1,143,,,929,,20,610,0,1,,0,,,5.6,176.167,1302,2838.75,70214,370980,19345,146,9,3,220,589,6,4962,8,521,83516,5696,6486,1424,1774,8348,8901
-1,17,2,2.58824,1,3,0,4,1,157722,,23079,5166,134,0.166667,389,953,0,3,17,45242,25096,,,596,9735,33,1484,9729,4311,1638,2004,4874,77,20674,9457,194948,6059,14127,2599,59,631,1933,1502,2431
-1,11,8,1.45455,1,2,1,4,1,4241,,11151,1792,47544,0.75,397,928,1,0,10,25289,4221,,267.5,,2808,0,26,27,5,2300,51980,64453,2946,272076,301470,51536,112292,30445,9712,262357,57742,30090,254737,47678
-1,1,18,1,3,5,5,0,1,22,,1454,3489,36,9.5,360,577,1,0,1,1454,1454,,201.2,953.5,5640.2,60880,48,1507,4,678,356,3914,63,156,467,2072,14,227,199,7,1032,1776,3952,1588
-1,19,0,2.68421,,0,,0,,,,6502,,28,0.05,0,817,,2,19,14145,5097,,,,,11,5553,333,1128,121,866,1177,225,5695,73,736,2770,1794,8399,1131,183,142,1637,241
-1,1,18,4,1,2,1,0,1,230,,43873,832,73,9.5,287,1770,1,1,1,95011,52393,13.4,155.25,822.833,4261,144693,5560,8,8,5,30,94,8,892,450,1274,37,12590,3,8110,52,20209,625475,8508
-1,0,19,,2,,2,,1,45,,,439,,20,467,0,3,,0,,,16,256.5,881.25,3140,51,32,12,6,65,24,55,115,69,49,62,6,17,4,394,602,16,124,6
-1,2,17,2.5,3,1,10,0,2,53251,,9040,422,82,6,564,805,3,1,2,17073,13110,34.5714,158,862.667,1776.5,24,56807,22248,71,7773,57813,6,2813,63104,326,67346,24939,5754,19,12537,17,63,24,3
